"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"2694","GO:0010638",0.0001104164050124,0.999923376714186,225,514,"positive regulation of organelle organization","BP"
"6123","GO:0042330",0.000114491960792642,0.999922143570817,196,468,"taxis","BP"
"6872","GO:0045580",0.000115818464113653,0.999935454214418,93,192,"regulation of T cell differentiation","BP"
"3511","GO:0019219",0.000120986672451715,0.999895551552478,1500,3932,"regulation of nucleobase-containing compound metabolic process","BP"
"390","GO:0001959",0.000128280801520391,0.999929976276394,86,177,"regulation of cytokine-mediated signaling pathway","BP"
"8154","GO:0051239",0.000129866710604244,0.999889615060185,1148,2994,"regulation of multicellular organismal process","BP"
"6051","GO:0042098",0.000134657305287656,0.999922164550309,102,221,"T cell proliferation","BP"
"4904","GO:0032946",0.000137277528687302,0.999928331910917,74,153,"positive regulation of mononuclear cell proliferation","BP"
"7087","GO:0045944",0.000137805185850115,0.999891140070031,512,1253,"positive regulation of transcription by RNA polymerase II","BP"
"2685","GO:0010629",0.00014073387739562,0.999889922675501,467,1156,"negative regulation of gene expression","BP"
"7966","GO:0050864",0.000140746028655221,0.999929696691306,67,133,"regulation of B cell activation","BP"
"6903","GO:0045621",0.000147214744223996,0.999924950078904,71,140,"positive regulation of lymphocyte differentiation","BP"
"8164","GO:0051253",0.000149715670752698,0.999879527342789,597,1490,"negative regulation of RNA metabolic process","BP"
"12517","GO:1902105",0.00015058078204347,0.999902991499684,151,336,"regulation of leukocyte differentiation","BP"
"10573","GO:0072673",0.000152593140698467,0.999982571085332,15,18,"lamellipodium morphogenesis","BP"
"37","GO:0000209",0.000153076006900768,0.999904168215564,138,297,"protein polyubiquitination","BP"
"6018","GO:0040012",0.000168690672884465,0.999868844249433,436,1058,"regulation of locomotion","BP"
"12954","GO:1903320",0.000169587582163153,0.999899141648654,108,238,"regulation of protein modification by small protein conjugation or removal","BP"
"5617","GO:0035710",0.000174882847903637,0.999910812865818,70,137,"CD4-positive, alpha-beta T cell activation","BP"
"2648","GO:0010564",0.000178951147164576,0.999867266991318,309,734,"regulation of cell cycle process","BP"
"14360","GO:2000145",0.000186477985729211,0.999855466265323,419,1016,"regulation of cell motility","BP"
"2575","GO:0010212",0.000186750931961308,0.999903169075748,72,143,"response to ionizing radiation","BP"
"3252","GO:0016050",0.000187271008501975,0.999874800217401,173,395,"vesicle organization","BP"
"1779","GO:0006897",0.00018740868380089,0.999861403264093,301,714,"endocytosis","BP"
"5337","GO:0034502",0.000197051758627684,0.999903230075951,63,121,"protein localization to chromosome","BP"
"5354","GO:0034620",0.000198399320228641,0.999908014171109,54,104,"cellular response to unfolded protein","BP"
"815","GO:0002695",0.000201642304723828,0.999884143874186,95,205,"negative regulation of leukocyte activation","BP"
"4400","GO:0031647",0.000207342208995446,0.999860974004481,172,393,"regulation of protein stability","BP"
"1840","GO:0007010",0.000207879902607736,0.999831295873385,623,1534,"cytoskeleton organization","BP"
"1489","GO:0006470",0.000209030167146025,0.999909925388948,48,86,"protein dephosphorylation","BP"
"6961","GO:0045723",0.000209996889429733,0.999960517863278,17,24,"positive regulation of fatty acid biosynthetic process","BP"
"4235","GO:0030968",0.000211155348637648,0.999906445473585,49,92,"endoplasmic reticulum unfolded protein response","BP"
"11765","GO:0140632",0.000211849764480117,0.999919214579374,38,66,"canonical inflammasome complex assembly","BP"
"9767","GO:0070665",0.000217268447573579,0.999880751149324,80,170,"positive regulation of leukocyte proliferation","BP"
"31","GO:0000122",0.000222598104478697,0.999827147195734,414,1009,"negative regulation of transcription by RNA polymerase II","BP"
"12519","GO:1902107",0.000228184721230843,0.999869189101156,93,195,"positive regulation of leukocyte differentiation","BP"
"13130","GO:1903708",0.000228184721230843,0.999869189101156,93,195,"positive regulation of hemopoiesis","BP"
"3349","GO:0016477",0.000230181397928299,0.999812883027705,620,1546,"cell migration","BP"
"14321","GO:2000058",0.000233487327787734,0.999870139497221,84,175,"regulation of ubiquitin-dependent protein catabolic process","BP"
"1211","GO:0005975",0.000241505145140504,0.999826645510852,240,568,"carbohydrate metabolic process","BP"
"4715","GO:0032640",0.000250398377898746,0.999861144606589,82,172,"tumor necrosis factor production","BP"
"4745","GO:0032680",0.000250398377898746,0.999861144606589,82,172,"regulation of tumor necrosis factor production","BP"
"8151","GO:0051234",0.000252123301242664,0.999779139896582,1732,4629,"establishment of localization","BP"
"9867","GO:0071025",0.000256783096212359,0.99992704127206,25,39,"RNA surveillance","BP"
"8089","GO:0051098",0.000258214743808846,0.999876900894026,56,108,"regulation of binding","BP"
"7376","GO:0046632",0.000270917088630913,0.99985752607433,72,142,"alpha-beta T cell differentiation","BP"
"616","GO:0002366",0.000281962083579987,0.999816925610171,143,322,"leukocyte activation involved in immune response","BP"
"1404","GO:0006325",0.000287093363557346,0.99978048659605,354,855,"chromatin organization","BP"
"9869","GO:0071027",0.000291980438322986,0.999922341588591,23,35,"nuclear RNA surveillance","BP"
"7875","GO:0050671",0.000294544549844881,0.999842091830824,72,151,"positive regulation of lymphocyte proliferation","BP"
"1370","GO:0006259",0.000296193975480237,0.999769515460145,399,990,"DNA metabolic process","BP"
"8161","GO:0051250",0.00030221271277883,0.999829720143266,83,178,"negative regulation of lymphocyte activation","BP"
"5998","GO:0039532",0.000304071813007152,0.999884045157373,36,63,"negative regulation of cytoplasmic pattern recognition receptor signaling pathway","BP"
"6053","GO:0042102",0.000314425489364622,0.999850072722373,53,106,"positive regulation of T cell proliferation","BP"
"559","GO:0002285",0.000315214919884626,0.999808845845014,108,234,"lymphocyte activation involved in immune response","BP"
"9529","GO:0070059",0.00031796121590807,0.999873806117234,38,68,"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","BP"
"7049","GO:0045892",0.000326483992743328,0.999736426592999,547,1366,"negative regulation of DNA-templated transcription","BP"
"9197","GO:0061061",0.000332205579259544,0.999752009139934,296,697,"muscle structure development","BP"
"539","GO:0002260",0.00034266517323606,0.999851434599106,44,82,"lymphocyte homeostasis","BP"
"1826","GO:0006986",0.000343751866128722,0.999814763408369,72,150,"response to unfolded protein","BP"
"1783","GO:0006903",0.000358607096277236,0.99985961557138,37,65,"vesicle targeting","BP"
"6776","GO:0045061",0.000364675098927166,0.999927320951446,17,24,"thymic T cell selection","BP"
"6968","GO:0045732",0.000382958107300468,0.999770985609305,100,215,"positive regulation of protein catabolic process","BP"
"7378","GO:0046634",0.000388847242802266,0.999802249609109,61,123,"regulation of alpha-beta T cell activation","BP"
"6063","GO:0042129",0.000393597715629005,0.999772249956368,87,189,"regulation of T cell proliferation","BP"
"7922","GO:0050790",0.000395449818414003,0.999713677749222,235,555,"regulation of catalytic activity","BP"
"11236","GO:0098657",0.000399891344306452,0.999688751298839,388,938,"import into cell","BP"
"12714","GO:1902679",0.000401384756522371,0.999674739768208,549,1375,"negative regulation of RNA biosynthetic process","BP"
"8159","GO:0051248",0.000405528218153949,0.999705318708645,238,568,"negative regulation of protein metabolic process","BP"
"4034","GO:0030099",0.000410582798761852,0.9997103303887,201,471,"myeloid cell differentiation","BP"
"4168","GO:0030595",0.000411900369671568,0.999748936122302,102,233,"leukocyte chemotaxis","BP"
"13081","GO:1903573",0.000413202151049912,0.999855896978776,30,51,"negative regulation of response to endoplasmic reticulum stress","BP"
"11847","GO:0141188",0.000413765718455505,0.999720199035078,163,371,"nucleic acid catabolic process","BP"
"4979","GO:0033119",0.000424455843591963,0.999903437436734,18,27,"negative regulation of RNA splicing","BP"
"1968","GO:0007254",0.000431686325860599,0.999749691647091,89,186,"JNK cascade","BP"
"14588","GO:2000514",0.000439790741335502,0.999803683683701,45,85,"regulation of CD4-positive, alpha-beta T cell activation","BP"
"1726","GO:0006810",0.00044053585395442,0.999613036764044,1637,4375,"transport","BP"
"6774","GO:0045059",0.000464431009481111,0.999945343567528,12,15,"positive thymic T cell selection","BP"
"2208","GO:0008630",0.000499857332644671,0.999751482871354,56,111,"intrinsic apoptotic signaling pathway in response to DNA damage","BP"
"277","GO:0001776",0.000500210494051632,0.999746602892155,59,117,"leukocyte homeostasis","BP"
"2626","GO:0010508",0.000504334131785575,0.999710446948995,85,175,"positive regulation of autophagy","BP"
"14918","GO:2001242",0.000523535232741243,0.999696406114373,84,183,"regulation of intrinsic apoptotic signaling pathway","BP"
"2582","GO:0010256",0.000530139293363478,0.999605296194205,267,641,"endomembrane system organization","BP"
"4327","GO:0031346",0.000537338218419334,0.999635115494316,164,360,"positive regulation of cell projection organization","BP"
"10558","GO:0072594",0.000559515761499918,0.999602960038273,197,466,"establishment of protein localization to organelle","BP"
"4340","GO:0031401",0.000560262211647441,0.999617836169339,161,372,"positive regulation of protein modification process","BP"
"541","GO:0002263",0.000562095495957416,0.999626186553782,143,326,"cell activation involved in immune response","BP"
"1721","GO:0006796",0.00058183184833081,0.999513474709201,719,1866,"phosphate-containing compound metabolic process","BP"
"4167","GO:0030593",0.000593152827359059,0.999735681019391,41,82,"neutrophil chemotaxis","BP"
"10019","GO:0071396",0.000599994726178094,0.999550738567944,271,657,"cellular response to lipid","BP"
"1720","GO:0006793",0.000610723541237366,0.999488919857223,720,1869,"phosphorus metabolic process","BP"
"8163","GO:0051252",0.000618967838132731,0.999459119551632,1382,3636,"regulation of RNA metabolic process","BP"
"8115","GO:0051147",0.000642071181213244,0.999648634663405,71,143,"regulation of muscle cell differentiation","BP"
"14909","GO:2001233",0.000645858951258953,0.999555143043023,163,386,"regulation of apoptotic signaling pathway","BP"
"5887","GO:0036503",0.000672448169220784,0.999658329907619,57,113,"ERAD pathway","BP"
"10128","GO:0071621",0.000672644662893067,0.999653362521962,56,120,"granulocyte chemotaxis","BP"
"8118","GO:0051150",0.000694033647897471,0.999795699669014,23,36,"regulation of smooth muscle cell differentiation","BP"
"7896","GO:0050729",0.000707762345943142,0.999593367225259,77,170,"positive regulation of inflammatory response","BP"
"12858","GO:1903052",0.000717302679290859,0.999610355327762,67,138,"positive regulation of proteolysis involved in protein catabolic process","BP"
"9834","GO:0070925",0.000721862497244176,0.999423972660469,434,1069,"organelle assembly","BP"
"2248","GO:0009100",0.000723323478415432,0.99950614234832,157,357,"glycoprotein metabolic process","BP"
"556","GO:0002281",0.00078969355212906,0.999851746254881,14,20,"macrophage activation involved in immune response","BP"
"7379","GO:0046635",0.000790451694027742,0.999652944510286,40,75,"positive regulation of alpha-beta T cell activation","BP"
"11284","GO:0098792",0.000809123119682994,0.999925532633288,10,12,"xenophagy","BP"
"8113","GO:0051145",0.000815268049120351,0.999660409825332,37,66,"smooth muscle cell differentiation","BP"
"4216","GO:0030888",0.000827075729958408,0.99965328822722,36,67,"regulation of B cell proliferation","BP"
"619","GO:0002369",0.000828883695521777,0.999729815657665,24,41,"T cell cytokine production","BP"
"842","GO:0002724",0.000828883695521777,0.999729815657665,24,41,"regulation of T cell cytokine production","BP"
"3320","GO:0016242",0.000829795888542283,0.999734440057531,25,40,"negative regulation of macroautophagy","BP"
"6668","GO:0044380",0.000853357229696,0.999641163275917,39,67,"protein localization to cytoskeleton","BP"
"13128","GO:1903706",0.000858971705226929,0.999391080846728,184,432,"regulation of hemopoiesis","BP"
"9980","GO:0071347",0.000880512085948965,0.999579852259524,47,91,"cellular response to interleukin-1","BP"
"8723","GO:0060284",0.000881424065766323,0.999312962257525,345,838,"regulation of cell development","BP"
"6373","GO:0043087",0.000881539483646702,0.999517301245189,69,136,"regulation of GTPase activity","BP"
"1423","GO:0006366",0.000882785034882981,0.999237342343097,1058,2753,"transcription by RNA polymerase II","BP"
"8769","GO:0060341",0.000895065602354472,0.999343076199232,224,534,"regulation of cellular localization","BP"
"7436","GO:0046822",0.000907197155810507,0.999524625983497,58,119,"regulation of nucleocytoplasmic transport","BP"
"10586","GO:0072698",0.000919424586106685,0.99963376607484,35,59,"protein localization to microtubule cytoskeleton","BP"
"3262","GO:0016071",0.00093882295911452,0.999276743539254,308,757,"mRNA metabolic process","BP"
"4705","GO:0032623",0.000939569816907806,0.99960801666733,35,65,"interleukin-2 production","BP"
"4735","GO:0032663",0.000939569816907806,0.99960801666733,35,65,"regulation of interleukin-2 production","BP"
"11794","GO:0140895",0.000939583521060383,0.999590262477529,38,72,"cell surface toll-like receptor signaling pathway","BP"
"6288","GO:0042770",0.000949019066238374,0.999422692863058,93,200,"signal transduction in response to DNA damage","BP"
"2158","GO:0008286",0.000955878857581751,0.999480793562222,66,131,"insulin receptor signaling pathway","BP"
"6635","GO:0044093",0.000956804855381416,0.999302382855745,213,505,"positive regulation of molecular function","BP"
"1904","GO:0007154",0.000966844672524104,0.999132283185983,2423,6658,"cell communication","BP"
"3998","GO:0023052",0.000972456019126263,0.999127271035091,2414,6634,"signaling","BP"
"13493","GO:1904464",0.000973109300664702,1,7,7,"regulation of matrix metallopeptidase secretion","BP"
"14243","GO:1990773",0.000973109300664702,1,7,7,"matrix metallopeptidase secretion","BP"
"8756","GO:0060326",0.000992323641291019,0.999332451418478,133,322,"cell chemotaxis","BP"
"13937","GO:1905508",0.00100064109975148,0.99968044716274,25,39,"protein localization to microtubule organizing center","BP"
"6368","GO:0043068",0.00100922886082836,0.999256006101236,224,542,"positive regulation of programmed cell death","BP"
"4847","GO:0032869",0.00101519848119636,0.999370433918192,100,213,"cellular response to insulin stimulus","BP"
"662","GO:0002440",0.00102086895805244,0.999355854335754,103,233,"production of molecular mediator of immune response","BP"
"11663","GO:0140014",0.00103724398637208,0.999317672022445,125,279,"mitotic nuclear division","BP"
"13226","GO:1903894",0.00105098499174664,0.999840112882241,12,16,"regulation of IRE1-mediated unfolded protein response","BP"
"4335","GO:0031396",0.00107511099021129,0.99934712342224,88,196,"regulation of protein ubiquitination","BP"
"14158","GO:1990266",0.00108914420183185,0.99944902821026,50,105,"neutrophil migration","BP"
"10571","GO:0072666",0.00109255800397513,0.99953259350748,37,67,"establishment of protein localization to vacuole","BP"
"7308","GO:0046474",0.00110577776413677,0.999321148980909,94,202,"glycerophospholipid biosynthetic process","BP"
"9044","GO:0060760",0.00110822459823023,0.999516522728593,38,70,"positive regulation of response to cytokine stimulus","BP"
"6682","GO:0044546",0.00111182346250843,0.99956532604375,31,55,"NLRP3 inflammasome complex assembly","BP"
"1822","GO:0006979",0.00111976029884855,0.999209751483019,170,405,"response to oxidative stress","BP"
"9837","GO:0070936",0.00112259707343617,0.999417392954455,56,111,"protein K48-linked ubiquitination","BP"
"7453","GO:0046854",0.00112515041188449,0.999556115724416,33,56,"phosphatidylinositol phosphate biosynthetic process","BP"
"6871","GO:0045579",0.00112655933545428,0.999801510815625,13,18,"positive regulation of B cell differentiation","BP"
"11179","GO:0097581",0.0011530196948231,0.999440292475411,48,91,"lamellipodium organization","BP"
"8155","GO:0051240",0.00115417891313439,0.999033242221828,653,1681,"positive regulation of multicellular organismal process","BP"
"1410","GO:0006351",0.00115549110991386,0.998985593229583,1324,3497,"DNA-templated transcription","BP"
"12855","GO:1903047",0.00116703014911874,0.999097378748422,309,749,"mitotic cell cycle process","BP"
"1772","GO:0006888",0.00118218744112818,0.999340697359881,66,140,"endoplasmic reticulum to Golgi vesicle-mediated transport","BP"
"4011","GO:0030030",0.00119920986755273,0.998995666090066,662,1643,"cell projection organization","BP"
"1424","GO:0006367",0.00120005236538555,0.999274605361016,86,188,"transcription initiation at RNA polymerase II promoter","BP"
"4291","GO:0031146",0.00121397904723943,0.99949086556151,35,63,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","BP"
"11590","GO:0120036",0.00124686906197925,0.998957428706921,645,1598,"plasma membrane bounded cell projection organization","BP"
"11225","GO:0098581",0.00125890264663335,0.999685635097304,17,26,"detection of external biotic stimulus","BP"
"14757","GO:2000785",0.00127469462394593,0.999519618997709,29,50,"regulation of autophagosome assembly","BP"
"2625","GO:0010507",0.00127573672315093,0.999340806095856,55,107,"negative regulation of autophagy","BP"
"11827","GO:0141086",0.00130262708660233,0.999739474604613,14,20,"negative regulation of inflammasome-mediated signaling pathway","BP"
"4325","GO:0031344",0.00130587596210635,0.999002577924843,281,658,"regulation of cell projection organization","BP"
"6469","GO:0043367",0.00130783224661507,0.999317275309996,56,110,"CD4-positive, alpha-beta T cell differentiation","BP"
"9898","GO:0071168",0.00131093234919843,0.999459423831125,33,60,"protein localization to chromatin","BP"
"1442","GO:0006401",0.00132204713651177,0.999088724874667,149,341,"RNA catabolic process","BP"
"6874","GO:0045582",0.00133451537722349,0.999276368715304,61,124,"positive regulation of T cell differentiation","BP"
"1846","GO:0007020",0.00136180204175967,0.999500602658361,28,47,"microtubule nucleation","BP"
"549","GO:0002274",0.00137075711195008,0.99911345822042,108,248,"myeloid leukocyte activation","BP"
"1638","GO:0006661",0.00141629427071979,0.999238476812775,60,119,"phosphatidylinositol biosynthetic process","BP"
"4692","GO:0032607",0.00142894966062077,0.999590717710874,20,31,"interferon-alpha production","BP"
"4722","GO:0032647",0.00142894966062077,0.999590717710874,20,31,"regulation of interferon-alpha production","BP"
"3431","GO:0018193",0.00143720890004299,0.998979194888272,170,401,"peptidyl-amino acid modification","BP"
"561","GO:0002287",0.00145158888623908,0.999282944453024,48,92,"alpha-beta T cell activation involved in immune response","BP"
"565","GO:0002293",0.00145158888623908,0.999282944453024,48,92,"alpha-beta T cell differentiation involved in immune response","BP"
"7438","GO:0046824",0.00145748703832366,0.999385162371757,34,62,"positive regulation of nucleocytoplasmic transport","BP"
"8156","GO:0051241",0.00146254861218977,0.998810456838931,452,1152,"negative regulation of multicellular organismal process","BP"
"9721","GO:0070498",0.00148692215861887,0.999518801418535,22,37,"interleukin-1-mediated signaling pathway","BP"
"7381","GO:0046637",0.00149365392503706,0.999295785723262,42,81,"regulation of alpha-beta T cell differentiation","BP"
"5367","GO:0034655",0.00150436046923915,0.998874428137655,231,559,"nucleobase-containing compound catabolic process","BP"
"745","GO:0002573",0.00151348798877546,0.999013232113046,112,251,"myeloid leukocyte differentiation","BP"
"10488","GO:0072331",0.00151772158518997,0.999067389790534,88,193,"signal transduction by p53 class mediator","BP"
"10076","GO:0071496",0.0015535888801777,0.999275903140874,41,78,"cellular response to external stimulus","BP"
"6365","GO:0043065",0.00156037495163204,0.998842393739431,216,525,"positive regulation of apoptotic process","BP"
"10090","GO:0071539",0.0015896838362527,0.999476924569809,24,38,"protein localization to centrosome","BP"
"12404","GO:1901799",0.00160996568667272,0.999307093179272,34,64,"negative regulation of proteasomal protein catabolic process","BP"
"11826","GO:0141085",0.00162074706265995,0.999358883296702,30,53,"regulation of inflammasome-mediated signaling pathway","BP"
"889","GO:0002819",0.00165097642227542,0.998949187425577,98,223,"regulation of adaptive immune response","BP"
"716","GO:0002520",0.00165501383691606,0.998960769141825,95,208,"immune system development","BP"
"11791","GO:0140888",0.00165555884442713,0.999105044182317,56,120,"interferon-mediated signaling pathway","BP"
"9515","GO:0062208",0.0017336779031541,0.999149063370637,45,88,"positive regulation of pattern recognition receptor signaling pathway","BP"
"5268","GO:0034340",0.0017565302308089,0.999107519771058,47,98,"response to type I interferon","BP"
"6859","GO:0045454",0.00177513231011085,0.999357332098089,24,44,"cell redox homeostasis","BP"
"14590","GO:2000516",0.00179294584627572,0.999319127264323,27,48,"positive regulation of CD4-positive, alpha-beta T cell activation","BP"
"8593","GO:0060055",0.00181034035839474,0.999488243532629,18,29,"angiogenesis involved in wound healing","BP"
"9931","GO:0071260",0.00184394900336935,0.999139436230734,40,76,"cellular response to mechanical stimulus","BP"
"5196","GO:0034142",0.00186486042397073,0.999183894668811,34,65,"toll-like receptor 4 signaling pathway","BP"
"8322","GO:0051640",0.00187936956631267,0.998567286873246,256,611,"organelle localization","BP"
"4787","GO:0032743",0.00193268159141787,0.999358423539465,22,37,"positive regulation of interleukin-2 production","BP"
"174","GO:0001501",0.00193385858801333,0.998548135853995,228,544,"skeletal system development","BP"
"6108","GO:0042304",0.00194542935672466,0.999248782913951,27,49,"regulation of fatty acid biosynthetic process","BP"
"4407","GO:0031664",0.0019518418467273,0.999417750283268,18,31,"regulation of lipopolysaccharide-mediated signaling pathway","BP"
"14875","GO:2001141",0.00196340520613392,0.998269223429147,1275,3367,"regulation of RNA biosynthetic process","BP"
"14323","GO:2000060",0.00196394224440239,0.998968700243595,52,105,"positive regulation of ubiquitin-dependent protein catabolic process","BP"
"1414","GO:0006355",0.00196743773159203,0.998265932140457,1271,3355,"regulation of DNA-templated transcription","BP"
"5142","GO:0033993",0.00198004226255899,0.998409679512006,379,959,"response to lipid","BP"
"4856","GO:0032879",0.00199159962745587,0.998296109930859,773,2012,"regulation of localization","BP"
"1411","GO:0006352",0.00201252955743067,0.998696374155125,103,232,"DNA-templated transcription initiation","BP"
"11073","GO:0097191",0.00201946628369191,0.998689196720218,103,235,"extrinsic apoptotic signaling pathway","BP"
"566","GO:0002294",0.00210324987277698,0.998941606128289,47,91,"CD4-positive, alpha-beta T cell differentiation involved in immune response","BP"
"4964","GO:0033077",0.00212859940744041,0.998941445081472,45,88,"T cell differentiation in thymus","BP"
"7876","GO:0050672",0.00215746243541978,0.998907212304647,46,93,"negative regulation of lymphocyte proliferation","BP"
"6630","GO:0044088",0.00216317840924284,0.999053931760291,34,63,"regulation of vacuole organization","BP"
"286","GO:0001788",0.00218912638677738,0.99987584639153,7,8,"antibody-dependent cellular cytotoxicity","BP"
"9733","GO:0070555",0.00231981605820985,0.998732158438491,56,116,"response to interleukin-1","BP"
"9590","GO:0070201",0.00235155592265214,0.998231131585378,220,535,"regulation of establishment of protein localization","BP"
"11168","GO:0097530",0.00236816112001508,0.998620801562106,65,147,"granulocyte migration","BP"
"13228","GO:1903896",0.00237354725863983,0.999863055833376,7,8,"positive regulation of IRE1-mediated unfolded protein response","BP"
"6050","GO:0042093",0.00237574550119837,0.998804613503906,46,89,"T-helper cell differentiation","BP"
"4336","GO:0031397",0.00240351149892895,0.998868775224675,37,75,"negative regulation of protein ubiquitination","BP"
"9165","GO:0061024",0.00242446081651977,0.998067519216509,341,856,"membrane organization","BP"
"12786","GO:1902902",0.00246039218409223,0.999661076667577,10,13,"negative regulation of autophagosome assembly","BP"
"3980","GO:0022604",0.00246718019317698,0.998365285710847,114,245,"regulation of cell morphogenesis","BP"
"4640","GO:0032479",0.00247942343403227,0.998587149245694,63,132,"regulation of type I interferon production","BP"
"4691","GO:0032606",0.00247942343403227,0.998587149245694,63,132,"type I interferon production","BP"
"12041","GO:1900103",0.00249547151627381,0.999655428855461,10,13,"positive regulation of endoplasmic reticulum unfolded protein response","BP"
"8101","GO:0051129",0.00251160528365783,0.998032451435498,297,722,"negative regulation of cellular component organization","BP"
"13474","GO:1904415",0.00256104349279083,0.999849819607533,7,8,"regulation of xenophagy","BP"
"13475","GO:1904417",0.00256104349279083,0.999849819607533,7,8,"positive regulation of xenophagy","BP"
"274","GO:0001773",0.00260207693644499,0.999183029549136,19,32,"myeloid dendritic cell activation","BP"
"1609","GO:0006623",0.00260330499377179,0.998911005033488,31,55,"protein targeting to vacuole","BP"
"14911","GO:2001235",0.00261177365890076,0.998471040347718,66,146,"positive regulation of apoptotic signaling pathway","BP"
"4617","GO:0032435",0.00261369228333676,0.998985422324455,26,47,"negative regulation of proteasomal ubiquitin-dependent protein catabolic process","BP"
"8204","GO:0051336",0.00262456071689313,0.998358493542633,87,187,"regulation of hydrolase activity","BP"
"597","GO:0002335",0.00262578402130044,0.999061392622247,23,40,"mature B cell differentiation","BP"
"7728","GO:0048660",0.00262859793494306,0.998488448992481,64,135,"regulation of smooth muscle cell proliferation","BP"
"2178","GO:0008360",0.00265058033882417,0.998463231262363,67,138,"regulation of cell shape","BP"
"8092","GO:0051101",0.00278104502002913,0.99891442517274,26,47,"regulation of DNA binding","BP"
"1438","GO:0006397",0.00280750562442071,0.997903850463619,201,492,"mRNA processing","BP"
"4440","GO:0032007",0.00283866745945438,0.998550288344536,46,90,"negative regulation of TOR signaling","BP"
"6289","GO:0042771",0.00286986905254632,0.998864462709407,27,48,"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP"
"1852","GO:0007030",0.00287617051400495,0.998273637174239,74,155,"Golgi organization","BP"
"13200","GO:1903829",0.00289194316819782,0.997863976646927,190,449,"positive regulation of protein localization","BP"
"6757","GO:0045017",0.00303901400229308,0.997983211426509,107,240,"glycerolipid biosynthetic process","BP"
"2773","GO:0010761",0.00310820887753074,0.998691601056839,30,54,"fibroblast migration","BP"
"675","GO:0002456",0.00312968980288045,0.998174962166963,63,139,"T cell mediated immunity","BP"
"4601","GO:0032388",0.00313777543287458,0.998163402026806,66,139,"positive regulation of intracellular transport","BP"
"12405","GO:1901800",0.00316251689882391,0.998242907701277,55,116,"positive regulation of proteasomal protein catabolic process","BP"
"856","GO:0002752",0.00322644841248844,0.998403239595948,40,81,"cell surface pattern recognition receptor signaling pathway","BP"
"6904","GO:0045622",0.00328002934690387,0.99867420738337,27,49,"regulation of T-helper cell differentiation","BP"
"564","GO:0002292",0.00329365397020513,0.998242756195973,50,100,"T cell differentiation involved in immune response","BP"
"11107","GO:0097300",0.00335111806163203,0.998606004209559,28,52,"programmed necrotic cell death","BP"
"4651","GO:0032490",0.00336291536720734,0.999511575380133,10,13,"detection of molecule of bacterial origin","BP"
"3308","GO:0016197",0.00338784893003469,0.997648321328189,131,296,"endosomal transport","BP"
"7727","GO:0048659",0.00339296656672714,0.998007860232174,65,139,"smooth muscle cell proliferation","BP"
"9909","GO:0071218",0.00344044615263315,0.999172581667922,14,21,"cellular response to misfolded protein","BP"
"820","GO:0002700",0.00346199121931547,0.997785257287969,87,199,"regulation of production of molecular mediator of immune response","BP"
"8376","GO:0051788",0.00348770231808198,0.999097284573056,15,23,"response to misfolded protein","BP"
"705","GO:0002504",0.00348910139617308,0.998773857556239,20,37,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP"
"4903","GO:0032945",0.00349332733493935,0.998164786629927,46,95,"negative regulation of mononuclear cell proliferation","BP"
"9183","GO:0061043",0.0035178869520811,0.999544434321208,8,11,"regulation of vascular wound healing","BP"
"4956","GO:0033044",0.00357547278657587,0.99760560190754,108,243,"regulation of chromosome organization","BP"
"701","GO:0002495",0.00362577011983523,0.998759722374453,19,35,"antigen processing and presentation of peptide antigen via MHC class II","BP"
"8765","GO:0060337",0.00363246189086369,0.998118589139136,43,91,"type I interferon-mediated signaling pathway","BP"
"6023","GO:0040017",0.00363827091296937,0.997189029768241,246,599,"positive regulation of locomotion","BP"
"11589","GO:0120035",0.00365796375669116,0.997146317934169,270,641,"regulation of plasma membrane bounded cell projection organization","BP"
"2671","GO:0010608",0.00366173675946734,0.997204370607349,225,545,"post-transcriptional regulation of gene expression","BP"
"617","GO:0002367",0.00369616291999993,0.997871751144236,59,128,"cytokine production involved in immune response","BP"
"838","GO:0002718",0.00369616291999993,0.997871751144236,59,128,"regulation of cytokine production involved in immune response","BP"
"9385","GO:0061635",0.00376353189766804,0.999334416436355,11,15,"regulation of protein complex stability","BP"
"6472","GO:0043370",0.0037958323549542,0.998268110010787,33,63,"regulation of CD4-positive, alpha-beta T cell differentiation","BP"
"1865","GO:0007051",0.00382020667931829,0.997520628460412,93,206,"spindle organization","BP"
"4121","GO:0030335",0.00382394570182678,0.99706848255524,230,557,"positive regulation of cell migration","BP"
"3974","GO:0022411",0.0038245554877264,0.997132899503631,198,470,"cellular component disassembly","BP"
"4710","GO:0032633",0.00383702124931175,0.998697384058846,20,34,"interleukin-4 production","BP"
"4740","GO:0032673",0.00383702124931175,0.998697384058846,20,34,"regulation of interleukin-4 production","BP"
"11304","GO:0098876",0.00383729150466733,0.997634735427683,77,163,"vesicle-mediated transport to the plasma membrane","BP"
"9766","GO:0070664",0.00388815981321969,0.997891321160731,49,103,"negative regulation of leukocyte proliferation","BP"
